ae_mean,ae_var,rmse_mean,rmse_var,cf_mean,cf_var,zcr_mean,zcr_var,ber_mean,ber_var,sc_mean,sc_var,sb_mean,sb_var,sf_mean,sf_var,label
(0.3112886846065521+0j),(0.03137723356485367+0j),(0.10520996153354645+0j),(0.003226565197110176+0j),(3.4948408603668213+0j),(0.3994007706642151+0j),(140.05384826660156+0j),(1299.58935546875+0j),(0.9619268178939819+4.805627346038818j),(3920.088623046875+0j),(1.9186315536499023+1.8601419925689697j),(671.3911743164062+0j),(4.299061298370361+0.21946506202220917j),(893.3383178710938+0j),(335.578857421875+30.339370727539062j),(218032.984375+0j),2
(0.36892396211624146+0j),(0.014010000973939896+0j),(0.11839047819375992+0j),(0.0010708870831876993+0j),(3.332750082015991+0j),(0.15692239999771118+0j),(158.26922607421875+0j),(788.7044677734375+0j),(-0.5114401578903198-2.297881841659546j),(1702.815673828125+0j),(-0.6427146196365356+0.3974822461605072j),(81.010009765625+0j),(1.5554053783416748+0.25461578369140625j),(86.3990707397461+0j),(355.0325012207031+19.02652931213379j),(125061.09375+0j),2
(0.39617919921875+0j),(0.036327045410871506+0j),(0.1332060694694519+0j),(0.003973843529820442+0j),(3.2639877796173096+0j),(0.5618675947189331+0j),(107.16922760009766+0j),(1230.6483154296875+0j),(14.10840129852295-7.891508102416992j),(68306.578125+0j),(0.34487640857696533-0.18585191667079926j),(89.39213562011719+0j),(2.8808999061584473-0.3676998019218445j),(244.07005310058594+0j),(308.309814453125-26.110198974609375j),(289061.46875+0j),2
(0.4464317858219147+0j),(0.03268503025174141+0j),(0.1488340049982071+0j),(0.0033993027172982693+0j),(3.1662421226501465+0j),(0.12062940746545792+0j),(117.76923370361328+0j),(2546.931396484375+0j),(-12.368433952331543-12.84099006652832j),(37662.6171875+0j),(-0.7686699032783508+0.3586123585700989j),(64.70845031738281+0j),(2.0116255283355713+0.3465801179409027j),(83.6996841430664+0j),(310.71331787109375-0.037314075976610184j),(180700.0625+0j),2
(0.3413144648075104+0j),(0.03487614542245865+0j),(0.10893228650093079+0j),(0.0030431009363383055+0j),(3.304981231689453+0j),(0.21950531005859375+0j),(143.10000610351562+0j),(2419.93603515625+0j),(10.784083366394043-7.2740960121154785j),(11357.0634765625+0j),(-0.4175756275653839-0.3132074773311615j),(86.70235443115234+0j),(1.819722294807434+0.17502711713314056j),(122.60102844238281+0j),(209.72740173339844+10.738238334655762j),(142970.375+0j),2
(0.42783835530281067+0j),(0.030041150748729706+0j),(0.1410359889268875+0j),(0.0026819645427167416+0j),(3.219961404800415+0j),(0.1610724776983261+0j),(118.69230651855469+0j),(2428.889892578125+0j),(3.1749234199523926-8.307609558105469j),(4444.12451171875+0j),(-1.0673006772994995+0.12018617987632751j),(43.95316696166992+0j),(1.379224181175232+0.29748669266700745j),(19.489402770996094+0j),(335.77435302734375+13.52995777130127j),(154696.734375+0j),2
(0.4444502592086792+0j),(0.04025566577911377+0j),(0.14003130793571472+0j),(0.002880190033465624+0j),(3.297450304031372+0j),(0.17192038893699646+0j),(112.26153564453125+0j),(1328.5931396484375+0j),(-3.447849988937378+2.6993491649627686j),(8857.619140625+0j),(-0.5035363435745239-0.15796636044979095j),(27.112443923950195+0j),(1.2274577617645264-0.3068443238735199j),(18.516929626464844+0j),(279.426513671875+40.01639175415039j),(238687.3125+0j),2
(0.35989731550216675+0j),(0.030501743778586388+0j),(0.1163131520152092+0j),(0.0022558451164513826+0j),(3.1631288528442383+0j),(0.29698723554611206+0j),(115.86923217773438+0j),(927.8674926757812+0j),(-3.7915127277374268-0.8464176654815674j),(3528.414306640625+0j),(-0.27545464038848877+0.11576465517282486j),(17.390920639038086+0j),(1.583006501197815+0.5395782589912415j),(40.29517364501953+0j),(257.4985046386719-2.8355765342712402j),(141057.3125+0j),2
(0.2456824630498886+0j),(0.028278397396206856+0j),(0.0837731659412384+0j),(0.0026010787114501+0j),(3.2690815925598145+0j),(0.35215097665786743+0j),(96.80000305175781+0j),(1424.68310546875+0j),(-74.32695770263672-340.2413330078125j),(15617915+0j),(-0.5958192944526672-0.854841411113739j),(141.9422607421875+0j),(1.593156099319458-0.3439560532569885j),(200.4453582763672+0j),(115.61212158203125+7.386845588684082j),(43881.453125+0j),2
(0.356789231300354+0j),(0.06829631328582764+0j),(0.11504142731428146+0j),(0.009207281284034252+0j),(3.596349000930786+0j),(1.5672296285629272+0j),(130.92308044433594+0j),(3112.609375+0j),(18.495573043823242-14.558249473571777j),(100544.53125+0j),(0.02672046422958374-0.10319562256336212j),(3.1089632511138916+0j),(0.754755973815918-0.015509242191910744j),(6.4227471351623535+0j),(-7.317508697509766+4.416021823883057j),(8601.82421875+0j),2
(0.4230816066265106+0j),(0.06958135217428207+0j),(0.14085526764392853+0j),(0.009125381708145142+0j),(3.4537360668182373+0j),(1.1129049062728882+0j),(122.65384674072266+0j),(2844.30322265625+0j),(-47.37535095214844+37.99773025512695j),(394383+0j),(-0.18794533610343933-0.2178044468164444j),(5.910929203033447+0j),(0.6520403027534485+0.01430973969399929j),(5.978553771972656+0j),(-7.8158345222473145+15.340152740478516j),(37881.41796875+0j),2
(0.4501802921295166+0j),(0.06741892546415329+0j),(0.1552174836397171+0j),(0.010342898778617382+0j),(3.398320198059082+0j),(1.1574232578277588+0j),(107.02307891845703+0j),(2834.007080078125+0j),(7.714161396026611+6.972280025482178j),(78487.453125+0j),(-0.22539541125297546-0.23919178545475006j),(10.221858024597168+0j),(0.5060566067695618-0.41728001832962036j),(18.86256217956543+0j),(-3.594965934753418+7.5603718757629395j),(31881.94140625+0j),2
(0.5209437608718872+0j),(0.057142604142427444+0j),(0.17489714920520782+0j),(0.009424694813787937+0j),(3.406374931335449+0j),(0.8194665908813477+0j),(159.12307739257812+0j),(4981.24658203125+0j),(-11.478568077087402+17.376455307006836j),(40133.2890625+0j),(-0.2944409251213074-0.5159963369369507j),(344.12896728515625+0j),(2.424654006958008-0.7916695475578308j),(381.0558166503906+0j),(-7.367786407470703+2.963742971420288j),(9212.99609375+0j),2
(0.45182424783706665+0j),(0.06536523997783661+0j),(0.15730397403240204+0j),(0.009945067577064037+0j),(3.2148141860961914+0j),(0.7301190495491028+0j),(137.40769958496094+0j),(5291.6416015625+0j),(-450.2356872558594+123.12336730957031j),(30731006+0j),(-0.37308141589164734-0.2884277105331421j),(4.66948938369751+0j),(0.7634965181350708-0.12641695141792297j),(4.615167617797852+0j),(-2.8957226276397705-6.834557056427002j),(14026.6259765625+0j),2
(0.37340086698532104+0j),(0.06814439594745636+0j),(0.1358625441789627+0j),(0.011782694607973099+0j),(3.3266844749450684+0j),(1.1622765064239502+0j),(98.38461303710938+0j),(4937.14453125+0j),(-23.413711547851562-33.84191131591797j),(9528927+0j),(0.018269095569849014-0.06589162349700928j),(2.0552115440368652+0j),(1.1000844240188599+0.1588408499956131j),(18.841781616210938+0j),(-1.5551643371582031-0.004746774677187204j),(3128.645263671875+0j),2
(0.4391855001449585+0j),(0.06629881262779236+0j),(0.14447703957557678+0j),(0.011373495683073997+0j),(3.477426528930664+0j),(0.6788009405136108+0j),(162.1846160888672+0j),(5454.53515625+0j),(1.5803238153457642+14.838298797607422j),(27383.00390625+0j),(-0.04544971510767937-0.006767506245523691j),(3.826246738433838+0j),(0.565209686756134-0.2171996831893921j),(5.443976402282715+0j),(-10.137330055236816-4.4747748374938965j),(8965.5361328125+0j),2
(0.4430788457393646+0j),(0.07052038609981537+0j),(0.14969098567962646+0j),(0.011228933930397034+0j),(3.4337363243103027+0j),(0.9179216623306274+0j),(136.23077392578125+0j),(5707.2236328125+0j),(-109.92939758300781+47.289825439453125j),(1057569.25+0j),(-0.09151579439640045+0.1522841453552246j),(2.6897735595703125+0j),(0.886004626750946+0.14013592898845673j),(6.401467800140381+0j),(-9.955368995666504+1.9173612594604492j),(14196.232421875+0j),2
(0.3340472877025604+0j),(0.06581650674343109+0j),(0.12088782340288162+0j),(0.009935511276125908+0j),(3.224194288253784+0j),(1.0154470205307007+0j),(96.83846282958984+0j),(4233.96630859375+0j),(-210.28927612304688-256.027099609375j),(4732447+0j),(3.965956211090088+4.8881001472473145j),(6445.0458984375+0j),(5.306382179260254-2.595738649368286j),(3809.304931640625+0j),(-2.0689003467559814+15.109180450439453j),(43648.68359375+0j),2
(0.4467242956161499+0j),(0.06662779301404953+0j),(0.14837636053562164+0j),(0.009735622443258762+0j),(3.383664131164551+0j),(0.6731037497520447+0j),(142.6769256591797+0j),(3918.6494140625+0j),(32.80289077758789+68.7641830444336j),(270161.625+0j),(-0.1294810026884079-0.06851742416620255j),(0.682509183883667+0j),(0.49192386865615845-0.059945933520793915j),(2.323580503463745+0j),(-2.797919273376465+3.666682243347168j),(5885.64697265625+0j),2
(0.21271362900733948+0j),(0.010165710002183914+0j),(0.08100221306085587+0j),(0.001265825005248189+0j),(2.981684684753418+0j),(0.4578307867050171+0j),(74.07691955566406+0j),(2422.39404296875+0j),(-16.973548889160156-52.67543411254883j),(208835.90625+0j),(0.3907558023929596-0.05945071578025818j),(11.558449745178223+0j),(3.108858585357666+0.26801955699920654j),(237.664306640625+0j),(-22.007823944091797+5.530303001403809j),(262010+0j),2
(0.31441837549209595+0j),(0.010333403944969177+0j),(0.10743203014135361+0j),(0.0012414330849424005+0j),(3.1672680377960205+0j),(0.1720884144306183+0j),(123.69999694824219+0j),(1476.6868896484375+0j),(-9.287429809570312+15.990801811218262j),(69665.6171875+0j),(-0.1369580775499344-0.18031953275203705j),(98.61614227294922+0j),(2.945570707321167-0.40525567531585693j),(58.70393371582031+0j),(-159.4347686767578+23.764238357543945j),(1273666+0j),2
(0.2938441336154938+0j),(0.008410347625613213+0j),(0.10062962770462036+0j),(0.001166014582850039+0j),(3.17287540435791+0j),(0.135346457362175+0j),(125.37692260742188+0j),(753.8963623046875+0j),(1.7049784660339355+6.5035834312438965j),(6298.203125+0j),(0.7079849243164062+0.08637678623199463j),(19.143888473510742+0j),(2.434781551361084+0.8271188139915466j),(62.002220153808594+0j),(21.488327026367188+54.50815963745117j),(562474.625+0j),2
(0.2907200753688812+0j),(0.008393446914851665+0j),(0.1006758064031601+0j),(0.0010742837330326438+0j),(3.1486220359802246+0j),(0.1999947726726532+0j),(113.71538543701172+0j),(975.6651611328125+0j),(4.014198303222656+0.12916448712348938j),(2504.85009765625+0j),(0.2705845832824707+1.4724302291870117j),(300.1268615722656+0j),(2.580397367477417-1.1437119245529175j),(347.5892639160156+0j),(16.322742462158203+90.96881103515625j),(1889798.375+0j),2
(0.3091184198856354+0j),(0.009755581617355347+0j),(0.10243789106607437+0j),(0.0011282714549452066+0j),(3.247779607772827+0j),(0.22276556491851807+0j),(133.6846160888672+0j),(1044.4774169921875+0j),(-0.2790842354297638+2.613825559616089j),(492.98272705078125+0j),(0.9430083632469177-0.2186473160982132j),(26.962373733520508+0j),(1.630807638168335-0.42317667603492737j),(82.56158447265625+0j),(-77.617431640625-18.567340850830078j),(901221.375+0j),2
(0.28025370836257935+0j),(0.011541145853698254+0j),(0.09925463795661926+0j),(0.0014137686230242252+0j),(3.163832664489746+0j),(0.17949721217155457+0j),(134.515380859375+0j),(2475.372802734375+0j),(2.6909892559051514+0.7179670929908752j),(993.7208862304688+0j),(0.3592078983783722+0.11687016487121582j),(25.801162719726562+0j),(2.6242141723632812-0.619008481502533j),(73.22190856933594+0j),(-88.63904571533203+19.231700897216797j),(575526.125+0j),2
(0.2953512370586395+0j),(0.012822231277823448+0j),(0.10445892810821533+0j),(0.0015936525305733085+0j),(3.0858752727508545+0j),(0.1461959183216095+0j),(127.83077239990234+0j),(4475.248046875+0j),(13.59524154663086-5.969748020172119j),(38238.35546875+0j),(-0.10240358114242554-0.1753557324409485j),(31.404890060424805+0j),(1.898974895477295+0.6381852030754089j),(62.462440490722656+0j),(-206.13174438476562-18.61775779724121j),(2700378.25+0j),2
(0.2700648307800293+0j),(0.014710190705955029+0j),(0.0951964482665062+0j),(0.0014615964610129595+0j),(3.183702230453491+0j),(0.30079951882362366+0j),(100.9153823852539+0j),(2626.30810546875+0j),(0.5829539895057678+5.548084259033203j),(82380.3125+0j),(0.40613409876823425+0.22278521955013275j),(23.736316680908203+0j),(4.103165149688721+0.09560653567314148j),(433.4603271484375+0j),(-17.90962028503418-54.25658416748047j),(403999.03125+0j),2
(0.28046944737434387+0j),(0.011361116543412209+0j),(0.1054040715098381+0j),(0.0015815750230103731+0j),(3.0589418411254883+0j),(0.24350644648075104+0j),(105.79230499267578+0j),(1284.149169921875+0j),(-7.36891508102417-3.3098015785217285j),(4586.8896484375+0j),(-0.6965382099151611+1.2042567729949951j),(252.19769287109375+0j),(2.247490644454956+0.32354336977005005j),(189.5604705810547+0j),(-46.70329666137695+29.35333251953125j),(669694.5625+0j),2
(0.2584066390991211+0j),(0.012571882456541061+0j),(0.09100325405597687+0j),(0.0014316958840936422+0j),(3.188154697418213+0j),(0.32927268743515015+0j),(92.984619140625+0j),(1621.3997802734375+0j),(18.4066104888916+4.9129958152771j),(20441.853515625+0j),(-1.0880722999572754-4.209324359893799j),(3574.061279296875+0j),(5.771933078765869-1.923186182975769j),(3097.8056640625+0j),(-134.73536682128906-78.85169982910156j),(1278795.375+0j),2
(0.32917502522468567+0j),(0.023876817896962166+0j),(0.11349720507860184+0j),(0.0031932969577610493+0j),(3.4814724922180176+0j),(0.2141873985528946+0j),(154.05384826660156+0j),(1716.8970947265625+0j),(-0.7437687516212463+1.6264718770980835j),(750.9929809570312+0j),(0.3263165056705475+0.6804376840591431j),(42.788482666015625+0j),(2.641601324081421+0.34778279066085815j),(89.23871612548828+0j),(95.91098022460938-11.704931259155273j),(347595.53125+0j),2
(0.31542545557022095+0j),(0.025647787377238274+0j),(0.11110171675682068+0j),(0.003352560568600893+0j),(3.349708318710327+0j),(0.20302294194698334+0j),(143.59230041503906+0j),(1415.7491455078125+0j),(-5.538400650024414+4.305549144744873j),(2898.189208984375+0j),(0.5426352024078369-0.19772988557815552j),(45.1224479675293+0j),(2.895987033843994+0.2654046416282654j),(136.92361450195312+0j),(-22.774744033813477+7.492433547973633j),(369281.53125+0j),2
(0.3261204659938812+0j),(0.03229536488652229+0j),(0.11271263659000397+0j),(0.004222891293466091+0j),(3.431093454360962+0j),(0.47500839829444885+0j),(108.76153564453125+0j),(1000.427734375+0j),(13.232904434204102+2.6125547885894775j),(6777.01953125+0j),(1.120280385017395-0.2937781512737274j),(64.93292236328125+0j),(3.4195785522460938-0.3967065215110779j),(99.16983795166016+0j),(-0.678440511226654+32.682945251464844j),(215517.078125+0j),2
(0.30287593603134155+0j),(0.0306866355240345+0j),(0.10950379073619843+0j),(0.004962115548551083+0j),(3.1652092933654785+0j),(0.2892080545425415+0j),(128.8307647705078+0j),(1709.371337890625+0j),(-1.931766390800476-12.987054824829102j),(7121.439453125+0j),(1.7709029912948608+0.018632661551237106j),(145.86326599121094+0j),(3.826321601867676+0.2194129079580307j),(320.9479675292969+0j),(49.455135345458984+12.536117553710938j),(61028.61328125+0j),2
(0.3436523377895355+0j),(0.028763609007000923+0j),(0.12000194191932678+0j),(0.0044587962329387665+0j),(3.2103710174560547+0j),(0.33468231558799744+0j),(137+0j),(2509.677001953125+0j),(10.448458671569824+26.176376342773438j),(44022.52734375+0j),(0.9942209720611572-0.20460990071296692j),(21.92561149597168+0j),(2.01185941696167+0.12041104584932327j),(50.99606704711914+0j),(-27.010013580322266-75.84783935546875j),(255835.8125+0j),2
(0.3086094856262207+0j),(0.02178383618593216+0j),(0.11236018687486649+0j),(0.003556288778781891+0j),(3.226839065551758+0j),(0.19161498546600342+0j),(123.86923217773438+0j),(1823.72900390625+0j),(-2.6735036373138428+0.044139258563518524j),(14555.126953125+0j),(1.5244475603103638+0.06920424848794937j),(58.638858795166016+0j),(3.143191337585449-1.0365338325500488j),(324.39862060546875+0j),(193.89451599121094-39.00718307495117j),(3949213.25+0j),2
(0.3494565486907959+0j),(0.03041670098900795+0j),(0.12254700064659119+0j),(0.004122243262827396+0j),(3.1881697177886963+0j),(0.2109828144311905+0j),(118.72307586669922+0j),(2104.307861328125+0j),(3.4031405448913574-9.255590438842773j),(88119.53125+0j),(0.9240555763244629-0.4385015368461609j),(18.823036193847656+0j),(1.9863349199295044+0.3161683976650238j),(93.4590072631836+0j),(77.27757263183594+36.15230178833008j),(313145.40625+0j),2
(0.33375924825668335+0j),(0.03307800367474556+0j),(0.11040700227022171+0j),(0.003966664429754019+0j),(3.5280089378356934+0j),(0.5276170372962952+0j),(133.09230041503906+0j),(1630.2838134765625+0j),(-19.51474380493164+5.04887056350708j),(51582.94140625+0j),(0.5845255255699158+0.18102537095546722j),(24.029415130615234+0j),(2.5120317935943604+0.5746080875396729j),(87.4298324584961+0j),(70.06412506103516+37.24065399169922j),(434234.3125+0j),2
(0.36230915784835815+0j),(0.027083445340394974+0j),(0.12512968480587006+0j),(0.003336259862408042+0j),(3.342376708984375+0j),(0.30075863003730774+0j),(141.93077087402344+0j),(2733.34130859375+0j),(-10.978196144104004-4.700997352600098j),(26403.07421875+0j),(0.8322395086288452-0.015100661665201187j),(17.512317657470703+0j),(2.6884171962738037-0.13466322422027588j),(62.93626403808594+0j),(46.44129943847656+10.870026588439941j),(638092.5+0j),2
(0.3099571764469147+0j),(0.024303890764713287+0j),(0.11207431554794312+0j),(0.003256650408729911+0j),(3.5068557262420654+0j),(0.3190312385559082+0j),(142.3076934814453+0j),(2184.7822265625+0j),(-2.3419487476348877-5.735237121582031j),(2226.373046875+0j),(0.38044413924217224-0.12184355407953262j),(29.582969665527344+0j),(2.5301260948181152+1.3823909759521484j),(133.78543090820312+0j),(115.86454010009766-55.491519927978516j),(682138.3125+0j),2
(0.7423201203346252+0j),(0.03942331671714783+0j),(0.3281787633895874+0j),(0.013470502570271492+0j),(2.6431612968444824+0j),(0.5689871907234192+0j),(86.17692565917969+0j),(6036.837890625+0j),(27.99159049987793+61.93000030517578j),(650077.5625+0j),(4.389411449432373+1.695910930633545j),(854.1730346679688+0j),(7.433193683624268-0.383720338344574j),(1321.91943359375+0j),(-18.916797637939453-1.094970941543579j),(54688.921875+0j),2
(0.6223132610321045+0j),(0.0426928736269474+0j),(0.26901423931121826+0j),(0.017933782190084457+0j),(2.811894178390503+0j),(0.893887460231781+0j),(89.45384979248047+0j),(4191.32470703125+0j),(-146.171630859375+89.27188873291016j),(17223144+0j),(12.307965278625488+2.1252377033233643j),(9210.1005859375+0j),(9.627535820007324+0.01735539361834526j),(1523.2947998046875+0j),(-4.4781670570373535+25.862258911132812j),(64198.18359375+0j),2
(0.6195887923240662+0j),(0.043277986347675323+0j),(0.27042606472969055+0j),(0.018569454550743103+0j),(2.9116427898406982+0j),(0.911267101764679+0j),(101.5076904296875+0j),(4520.21923828125+0j),(96.73600769042969-44.290130615234375j),(10338214+0j),(6.390262126922607-1.0103085041046143j),(1544.1123046875+0j),(10.302042007446289-1.0836983919143677j),(1883.986083984375+0j),(-3.370342493057251+4.0035810470581055j),(48941.30859375+0j),2
(0.6311476230621338+0j),(0.04432658106088638+0j),(0.2674415707588196+0j),(0.01739402860403061+0j),(2.904722213745117+0j),(0.9445513486862183+0j),(101.45384979248047+0j),(4579.20166015625+0j),(352.5242004394531-92.71649169921875j),(19186410+0j),(4.671442985534668-2.3986704349517822j),(1847.435302734375+0j),(12.683699607849121-1.8559527397155762j),(2596.042724609375+0j),(-12.394283294677734-15.093297004699707j),(61984.77734375+0j),2
(0.6241875290870667+0j),(0.036714669317007065+0j),(0.2546139061450958+0j),(0.015057160519063473+0j),(2.9892961978912354+0j),(1.1157881021499634+0j),(113.66153717041016+0j),(4809.14697265625+0j),(-26.911535263061523+47.679569244384766j),(276300.96875+0j),(0.6728785634040833-0.07486867159605026j),(6.673588752746582+0j),(1.0448726415634155-0.24372681975364685j),(18.568706512451172+0j),(4.6418304443359375+13.23246955871582j),(33004.6328125+0j),2
(0.6757009625434875+0j),(0.045692943036556244+0j),(0.28441983461380005+0j),(0.018777884542942047+0j),(2.8970422744750977+0j),(0.7645072340965271+0j),(115.84615325927734+0j),(6408.3916015625+0j),(79.0519027709961+756.4368896484375j),(45316632+0j),(12.169764518737793+7.181402206420898j),(9525.8564453125+0j),(19.732196807861328-1.214752435684204j),(8169.2646484375+0j),(45.424678802490234+10.592583656311035j),(163631.078125+0j),2
(0.6072542667388916+0j),(0.04159541800618172+0j),(0.25496047735214233+0j),(0.016658330336213112+0j),(2.9649548530578613+0j),(0.9694857001304626+0j),(106.63076782226562+0j),(4932.0791015625+0j),(179.8453369140625+339.72174072265625j),(12560521+0j),(1.6557890176773071-0.23105086386203766j),(739.0225830078125+0j),(5.892246246337891+0.24470460414886475j),(1043.638427734375+0j),(-21.051124572753906+0.5464580655097961j),(33429.3984375+0j),2
(0.6571505069732666+0j),(0.04495061933994293+0j),(0.2799554467201233+0j),(0.018107565119862556+0j),(2.9836158752441406+0j),(1.0597702264785767+0j),(107.45384979248047+0j),(4263.125+0j),(-16.627700805664062+51.28919219970703j),(391463.375+0j),(0.9774042963981628+10.58059024810791j),(11766.8525390625+0j),(18.413253784179688+3.3088455200195312j),(12477.564453125+0j),(6.229779243469238+19.704240798950195j),(71595+0j),2
(0.619848370552063+0j),(0.03821853548288345+0j),(0.2567298114299774+0j),(0.01606179215013981+0j),(3.028930187225342+0j),(1.2388938665390015+0j),(111.73846435546875+0j),(4996.546875+0j),(-470.3106994628906+118.65977478027344j),(12609070+0j),(3.313567638397217-5.119093894958496j),(3415.65185546875+0j),(12.304211616516113-3.1034300327301025j),(4241.86669921875+0j),(1.9424978494644165+23.20824432373047j),(73798.6328125+0j),2
(0.8198054432868958+0j),(0.03626275062561035+0j),(0.3711358606815338+0j),(0.0158985648304224+0j),(2.5148470401763916+0j),(0.7301467061042786+0j),(76.07691955566406+0j),(3483.27099609375+0j),(-75.40773010253906+40.8442268371582j),(2545989.75+0j),(18.542686462402344+14.372603416442871j),(31259.349609375+0j),(25.369478225708008-4.176838397979736j),(12242.416015625+0j),(-7.473899841308594-9.41419506072998j),(108548.5+0j),2
(0.5574894547462463+0j),(0.028809044510126114+0j),(0.19535933434963226+0j),(0.005459886975586414+0j),(3.1132779121398926+0j),(0.27684831619262695+0j),(129+0j),(2435.1845703125+0j),(-1.2074819803237915-3.1972529888153076j),(2227.53662109375+0j),(0.6324887871742249-0.36622413992881775j),(30.89653778076172+0j),(2.6824724674224854-1.5815727710723877j),(112.97096252441406+0j),(-14.352075576782227-138.0426483154297j),(746350.375+0j),2
(0.5449472069740295+0j),(0.023822322487831116+0j),(0.19546280801296234+0j),(0.005354501307010651+0j),(3.0530178546905518+0j),(0.2068365514278412+0j),(132.3076934814453+0j),(2460.105224609375+0j),(-4.13424825668335+5.210268020629883j),(3042.994873046875+0j),(0.43892213702201843-0.2717958092689514j),(154.3543701171875+0j),(2.8414392471313477+1.2805336713790894j),(238.1145477294922+0j),(-56.5697021484375+98.56307220458984j),(5810927.5+0j),2
(0.49341103434562683+0j),(0.04784500598907471+0j),(0.1836419403553009+0j),(0.00840726774185896+0j),(2.943546772003174+0j),(0.4998844861984253+0j),(109.46923065185547+0j),(6368.17236328125+0j),(-145.2930450439453+18.084095001220703j),(1248031.125+0j),(0.028832005336880684-0.08385191857814789j),(38.50410461425781+0j),(3.3934237957000732+0.2940939962863922j),(89.09789276123047+0j),(32.98918151855469-21.016908645629883j),(1077235.875+0j),2
(0.5530297160148621+0j),(0.057753533124923706+0j),(0.2013883888721466+0j),(0.010086444206535816+0j),(3.032017230987549+0j),(0.45133599638938904+0j),(96.53076934814453+0j),(2664.448974609375+0j),(-24.126794815063477+10.376303672790527j),(527474+0j),(1.0668619871139526+0.35446736216545105j),(61.39187240600586+0j),(2.4438929557800293+0.3244810998439789j),(198.27818298339844+0j),(-8.852862358093262+147.3278045654297j),(1794764.125+0j),2
(0.565210223197937+0j),(0.03936605527997017+0j),(0.20924754440784454+0j),(0.008077184669673443+0j),(2.9732160568237305+0j),(0.2308666706085205+0j),(118.64615631103516+0j),(4940.0439453125+0j),(-10.231112480163574+6.311491966247559j),(11711.677734375+0j),(1.4811331033706665+0.0974506065249443j),(62.389991760253906+0j),(4.0480523109436035-0.09493076801300049j),(590.6328125+0j),(56.5764274597168+4.707472801208496j),(1448511.125+0j),2
(0.5677457451820374+0j),(0.04391486570239067+0j),(0.2024310827255249+0j),(0.006904248148202896+0j),(3.015727996826172+0j),(0.3070787191390991+0j),(120.6076889038086+0j),(4351.607421875+0j),(21.3818302154541-16.030752182006836j),(45736.2421875+0j),(0.8358690142631531-0.2752377390861511j),(47.88349151611328+0j),(3.9124915599823-0.11044158786535263j),(193.2589874267578+0j),(-4.8115234375-13.537717819213867j),(1815583.5+0j),2
(0.6360238790512085+0j),(0.03566499054431915+0j),(0.2172255665063858+0j),(0.0058000111021101475+0j),(3.1227200031280518+0j),(0.20812499523162842+0j),(144.984619140625+0j),(3452.338134765625+0j),(3.1712398529052734+6.273056507110596j),(4758.0791015625+0j),(0.7179557085037231+0.025877853855490685j),(35.20551681518555+0j),(1.9128432273864746+0.5409291982650757j),(76.1874771118164+0j),(-30.455780029296875-130.34103393554688j),(2377750.75+0j),2
(0.5910776257514954+0j),(0.03709717094898224+0j),(0.2078472375869751+0j),(0.006039693020284176+0j),(3.0425949096679688+0j),(0.19792208075523376+0j),(120.31538391113281+0j),(2912.56982421875+0j),(20.472179412841797-12.134922981262207j),(77036.9140625+0j),(0.8290852308273315-0.7417352795600891j),(262.133056640625+0j),(3.99504017829895-1.1883580684661865j),(439.6150207519531+0j),(-197.8273468017578+130.79730224609375j),(3468761.5+0j),2
(0.5057490468025208+0j),(0.03239385783672333+0j),(0.1844581663608551+0j),(0.0065864152275025845+0j),(2.952572822570801+0j),(0.17726244032382965+0j),(106.29230499267578+0j),(2804.268310546875+0j),(-0.5847682952880859-22.886537551879883j),(44171.8046875+0j),(-0.500282347202301+0.000731447886209935j),(78.36469268798828+0j),(2.7323830127716064+0.27047914266586304j),(166.76560974121094+0j),(-77.99121856689453-29.056638717651367j),(836313+0j),2
(0.6319084763526917+0j),(0.01723925955593586+0j),(0.22241252660751343+0j),(0.0039765313267707825+0j),(3.0527360439300537+0j),(0.17254450917243958+0j),(110.95384979248047+0j),(2044.567138671875+0j),(-6.981801509857178-3.861085891723633j),(13848.5849609375+0j),(0.7300702929496765+0.09823518991470337j),(122.25057220458984+0j),(3.26226806640625+1.0977729558944702j),(470.71209716796875+0j),(306.46417236328125+844.1832275390625j),(80574432+0j),2
(0.3810558617115021+0j),(0.024762136861681938+0j),(0.15526224672794342+0j),(0.0034934766590595245+0j),(2.6314258575439453+0j),(0.15273647010326385+0j),(34.238460540771484+0j),(448.2431335449219+0j),(-324.4595031738281-553.0751342773438j),(98806648+0j),(0.2948698103427887+0.16094861924648285j),(43.511051177978516+0j),(2.8726587295532227+0.14299339056015015j),(57.75862121582031+0j),(0.9971594214439392-8.788797378540039j),(16396.634765625+0j),3
(0.3759361803531647+0j),(0.019905440509319305+0j),(0.1485908329486847+0j),(0.0028179120272397995+0j),(2.6691508293151855+0j),(0.1323472410440445+0j),(42.9538459777832+0j),(713.0901489257812+0j),(103.66685485839844+530.1309204101562j),(36218008+0j),(0.43399620056152344+0.33195340633392334j),(25.004846572875977+0j),(3.474949598312378+1.2145936489105225j),(226.75296020507812+0j),(-2.093043804168701+25.233657836914062j),(69706.6171875+0j),3
